Date of ,Location of ,Violation,Violation Base,Amount Due/
3/25/16,Metered Lot 6088,Meter Violation,50,70
3/25/16,Metered Lot 6088,Meter Violation,50,0
3/25/16,Metered Lot 6088,Park/Improper Area,60,80
3/25/16,Svc & Disabled 5183,Service Space,60,0
3/25/16,2nd Street,Meter Violation,50,0
3/25/16,Metered Lot 6088,Meter Violation,50,0
3/25/16,Metered Lot 6088,Meter Violation,50,70
3/25/16,Communication/CESL,Prohibited Parking,85,105
3/25/16,Lot Specific 4052,Parking Permit Vio,50,0
3/25/16,2nd Street,Meter Violation,50,70
3/25/16,Lot Specific 6098,Parking Permit Vio,50,0
3/25/16,Lot Specific 6098,Parking Permit Vio,50,70
3/25/16,South Of Sixth 8106,Parking Permit Vio,50,0
3/25/16,South Of Sixth 8106,Parking Permit Vio,50,0
3/25/16,South Of Sixth 8106,Meter Violation,50,70
3/25/16,Lot Specific 6090,Parking Permit Vio,50,70
3/25/16,Svc & Disabled 3140,Park/Improper Area,60,0
3/25/16,Lot Specific 3039,Parking Permit Vio,50,0
3/25/16,Lot Specific 4052,Parking Permit Vio,50,0
3/25/16,Svc & Disabled 3140,Service Space,60,80
3/25/16,Metered Lot 6088,Meter Violation,50,70
3/25/16,Svc & Disabled 3140,Service Space,60,80
3/25/16,Metered Lot 6088,Meter Violation,50,0
3/25/16,Lot Specific 4052,Parking Permit Vio,50,0
3/25/16,Lot Specific 3039,Parking Permit Vio,50,0
3/25/16,Metered Lot 3141,Meter Violation,50,70
3/25/16,Lot Specific 4056,Park/Improper Area,60,0
3/25/16,Fine Arts,Overtime,50,0
3/25/16,Lot Specific 4056,Park/Improper Area,60,0
3/25/16,Enke Drive,Meter Violation,50,70
3/25/16,Enke Drive,Meter Violation,50,70
3/25/16,Olive Road,Service Space,60,0
3/25/16,Svc & Disabled 3140,Park/Improper Area,60,0
3/25/16,Svc & Disabled 3140,Service Space,60,0
3/25/16,Lot Specific 5067,Parking Permit Vio,50,70
3/25/16,Lot Specific 5067,Parking Permit Vio,50,0
3/25/16,Lot Specific 5067,Parking Permit Vio,50,0
3/25/16,Lot Specific 5067,Parking Permit Vio,50,70
3/25/16,Lot Specific 5067,Parking Permit Vio,50,0
3/25/16,Lot Specific 5067,Parking Permit Vio,50,0
3/25/16,Lot Specific 5072,Parking Permit Vio,50,70
3/25/16,Lot Specific 5072,Park/Improper Area,60,0
3/25/16,Lot Specific 5072,Park/Improper Area,60,0
3/25/16,Lot Specific 5072,Parking Permit Vio,50,0
3/25/16,Lot Specific 5072,Park/Improper Area,60,0
3/25/16,Lot Specific 5072,Parking Permit Vio,50,0
3/25/16,Lot Specific 5072,Parking Permit Vio,50,0
3/25/16,Lot Specific 5072,Parking Permit Vio,50,0
3/25/16,Lot Specific 5072,Parking Permit Vio,50,0
3/25/16,Lot Specific 5072,Park/Improper Area,60,80
3/25/16,Lot Specific 5072,Parking Permit Vio,50,0
3/25/16,Lot Specific 5072,Park/Improper Area,60,80
3/25/16,Lot Specific 6090,Parking Permit Vio,50,0
3/25/16,Lot Specific 6090,Parking Permit Vio,50,0
3/25/16,Lot Specific 6090,Parking Permit Vio,50,0
3/25/16,Lot Specific 6090,Parking Permit Vio,50,0
3/25/16,Lot Specific 6090,Parking Permit Vio,50,0
3/25/16,Lot Specific 6090,Parking Permit Vio,50,0
3/25/16,Lot Specific 6090,Parking Permit Vio,50,0
3/25/16,Lot Specific 6090,Park/Improper Area,60,0
3/25/16,Lot Specific 6090,Park/Improper Area,60,0
3/25/16,Lot Specific 6090,Parking Permit Vio,50,0
3/25/16,Lot Specific 6090,Parking Permit Vio,50,0
3/25/16,Lot Specific 6090,Boot Fee - 1QA,80,0
3/26/16,Svc & Disabled 5073,Overtime,50,0
3/26/16,Svc & Disabled 5075,Overtime,50,0
3/26/16,James E Rogers Way,Overtime,50,0
3/26/16,Slonaker,Overtime,50,0
3/26/16,Svc & Disabled 3140,Overtime,50,70
3/26/16,Lot Specific 6090,Overtime,50,70
3/26/16,Highland Avenue,Overtime,50,0
3/26/16,Santa Rita Avenue South,Overtime,50,0
3/26/16,Lot Specific 5072,Prohibited Parking,85,105
3/26/16,Tyndall Ave,Prohibited Parking,85,0
3/26/16,James E Rogers Way,Prohibited Parking,85,0
3/26/16,Slonaker,Prohibited Parking,85,105
3/26/16,Highland Avenue,Prohibited Parking,85,0
3/26/16,Alley South of Second St,Overtime,50,0
3/26/16,Olive Road,Overtime,50,0
3/26/16,Lot Specific 3039,Overtime,50,0
3/26/16,Svc & Disabled 4058,Overtime,50,0
3/26/16,Svc & Disabled 5183,Overtime,50,0
3/26/16,4th Street,Overtime,50,70
3/26/16,Tyndall Ave Garage,Overtime,50,0
3/26/16,Tyndall Ave Garage,Overtime,50,70
3/26/16,Tyndall Ave Garage,Overtime,50,0
3/26/16,Tyndall Ave Garage,Overtime,50,70
3/26/16,Tyndall Ave Garage,Overtime,50,0
3/26/16,Tyndall Ave Garage,Overtime,50,0
3/26/16,Tyndall Ave Garage,Overtime,50,70
3/26/16,Tyndall Ave Garage,Overtime,50,70
3/26/16,Tyndall Ave Garage,Overtime,50,70
3/26/16,Tyndall Ave Garage,Overtime,50,0
3/26/16,Tyndall Ave Garage,Overtime,50,70
3/26/16,Tyndall Ave,Prohibited Parking,85,105
3/26/16,Lot Specific 3039,Overtime,50,70
3/27/16,Tyndall Ave Garage,Overtime,50,0
3/27/16,Tyndall Ave Garage,Overtime,50,0
3/27/16,Tyndall Ave Garage,Overtime,50,70
3/27/16,Tyndall Ave Garage,Overtime,50,0
3/27/16,Svc & Disabled 6089,W/C Space/Access - 1DA,500,0
3/27/16,Tyndall Ave Garage,W/C Space/Access - 1DA,500,0
3/28/16,Tyndall Ave Garage,Parking Permit Vio,50,0
3/28/16,Tyndall Ave Garage,Parking Permit Vio,50,0
3/28/16,Tyndall Ave Garage,Parking Permit Vio,50,70
3/28/16,Tyndall Ave Garage,Parking Permit Vio,50,0
3/28/16,Tyndall Ave Garage,Parking Permit Vio,50,0
3/28/16,Tyndall Ave Garage,Parking Permit Vio,50,0
3/28/16,Tyndall Ave Garage,Parking Permit Vio,50,0
3/28/16,Tyndall Ave Garage,Parking Permit Vio,50,0
3/28/16,Tyndall Ave Garage,Parking Permit Vio,50,0
3/28/16,Tyndall Ave Garage,Parking Permit Vio,50,0
3/28/16,Tyndall Ave Garage,Parking Permit Vio,50,0
3/28/16,Tyndall Ave Garage,Parking Permit Vio,50,0
3/28/16,Tyndall Ave Garage,Parking Permit Vio,50,70
3/28/16,Tyndall Ave Garage,Parking Permit Vio,50,0
3/28/16,Tyndall Ave Garage,Parking Permit Vio,50,0
3/28/16,Lot Specific 5072,Meter Violation,50,70
3/28/16,Lot Specific 5072,Meter Violation,50,70
3/28/16,Lot Specific 5072,Meter Violation,50,70
3/28/16,Lot Specific 5072,Parking Permit Vio,50,0
3/28/16,Lot Specific 5072,Park/Improper Area,60,0
3/28/16,Lot Specific 5072,Park/Improper Area,60,0
3/28/16,Lot Specific 5072,Park/Improper Area,60,0
3/28/16,Lot Specific 5072,Parking Permit Vio,50,70
3/28/16,Lot Specific 5072,Parking Permit Vio,50,0
3/28/16,Lot Specific 5072,Park/Improper Area,60,80
3/28/16,Lot Specific 5072,Parking Permit Vio,50,70
3/28/16,Lot Specific 5067,Parking Permit Vio,50,0
3/28/16,South Of Sixth 7105,Parking Over Line,60,0
3/28/16,South Of Sixth 7105,Parking Over Line,60,0
3/28/16,Lot Specific 6090,Park/Improper Area,60,0
3/28/16,Lot Specific 6090,Park/Improper Area,60,80
3/28/16,Lot Specific 6090,Parking Permit Vio,50,70
3/28/16,Lot Specific 6090,Parking Permit Vio,50,70
3/28/16,Lot Specific 6090,Park/Improper Area,60,80
3/28/16,Lot Specific 6090,Parking Permit Vio,50,70
3/28/16,Lot Specific 6090,Parking Permit Vio,50,0
3/28/16,Z1 1173,Parking Permit Vio,50,0
3/28/16,Highland Avenue,Overtime,50,70
3/28/16,Highland Avenue,Overtime,50,0
3/28/16,Lot Specific 3039,Parking Permit Vio,50,0
3/28/16,Lot Specific 3039,Parking Permit Vio,50,0
3/28/16,Lot Specific Ft Lowell/Mountain,Parking Permit Vio,50,70
3/28/16,Metered Lot 6088,Meter Violation,50,70
3/28/16,Metered Lot 6088,Meter Violation,50,0
3/28/16,Lot Specific 6090,Parking Permit Vio,50,70
3/28/16,Second Street Garage,Parking Permit Vio,50,0
3/28/16,Lot Specific 4052,Park/Improper Area,60,0
3/28/16,Univ Serv Annex Visitors,Prohibited Parking,85,0
3/28/16,Univ Serv Annex Visitors,Prohibited Parking,85,0
3/28/16,South Of Sixth 8110,Parking Permit Vio,50,0
3/28/16,South Of Sixth 8106,Meter Violation,50,70
3/28/16,South Of Sixth 8106,Boot Fee - 1QA,80,0
3/28/16,Park Avenue Garage,Boot Fee - 1QA,80,0
3/28/16,South Of Sixth 8106,Meter Violation,50,70
3/28/16,Lot Specific 5067,Parking Permit Vio,50,70
3/28/16,1200 Block Martin,Parking Permit Vio,50,0
3/28/16,Enke Drive,Meter Violation,50,0
3/28/16,Enke Drive,Meter Violation,50,0
3/28/16,Enke Drive,Meter Violation,50,70
3/28/16,Enke Drive,Meter Violation,50,0
3/28/16,Enke Drive,Meter Violation,50,70
3/28/16,Cherry Avenue,Meter Violation,50,70
3/28/16,Cherry Avenue,Meter Violation,50,70
3/28/16,Lot Specific 6093,Park/Improper Area,60,0
3/28/16,Lot Specific 6093,Parking Permit Vio,50,0
3/28/16,Lot Specific 2012,Parking Permit Vio,50,0
3/28/16,Lot Specific 6097,Parking Permit Vio,50,0
3/28/16,Lot Specific 2012,Parking Permit Vio,50,70
3/28/16,Lot Specific 2012,Parking Permit Vio,50,0
3/28/16,Lot Specific 6097,Parking Permit Vio,50,70
3/28/16,Lot Specific 2012,Parking Permit Vio,50,0
3/28/16,Lot Specific 6090,Meter Violation,50,0
3/28/16,Metered Lot 6088,Meter Violation,50,70
3/28/16,Metered Lot 6088,Meter Violation,50,70
3/28/16,Lot Specific 3039,Parking Permit Vio,50,0
3/28/16,Z1 1233,Prohibited Parking,85,0
3/28/16,Enke Drive,Meter Violation,50,70
3/28/16,Metered Lot 3141,Meter Violation,50,0
3/28/16,Lot Specific 1016,Parking Permit Vio,50,0
3/28/16,Metered Lot 3141,Meter Violation,50,0
3/28/16,Lot Specific 1016,Parking Permit Vio,50,0
3/28/16,Metered Lot 3141,Meter Violation,50,0
3/28/16,North Santa Rita Ave,Meter Violation,50,0
3/28/16,2nd Street,Meter Violation,50,70
3/28/16,2nd Street,Meter Violation,50,70
3/28/16,South Of Sixth 8106,Meter Violation,50,0
3/28/16,Lot Specific 3039,Overtime,50,0
3/28/16,Lot Specific 6093,Parking Permit Vio,50,70
3/28/16,Cherry Avenue Garage,Overtime,50,70
3/28/16,James E Rogers Way,Meter Violation,50,0
3/28/16,James E Rogers Way,Meter Violation,50,70
3/28/16,James E Rogers Way,Overtime,50,70
3/28/16,Alley Vine To Cherry,Service Space,60,80
3/28/16,James E Rogers Way,Park/Improper Area,60,0
3/28/16,James E Rogers Way,Service Space,60,80
3/28/16,Lot Specific 5067,Parking Permit Vio,50,0
3/28/16,Lot Specific 5067,Parking Permit Vio,50,0
3/28/16,Lot Specific 5067,Parking Permit Vio,50,0
3/28/16,Lot Specific 5067,Parking Permit Vio,50,0
3/28/16,Lot Specific 5067,Parking Permit Vio,50,0
3/28/16,Lot Specific 5067,Parking Permit Vio,50,0
3/28/16,Lot Specific 5067,Parking Permit Vio,50,0
3/28/16,Lot Specific 6093,W/C Space/Access - 1DA,500,0
3/28/16,Lot Specific 6090,Parking Permit Vio,50,0
3/28/16,Lot Specific 6090,Parking Permit Vio,50,70
3/28/16,Lot Specific 6090,Parking Permit Vio,50,0
3/28/16,Lot Specific 6090,Parking Permit Vio,50,0
3/28/16,Lot Specific 6090,Parking Permit Vio,50,0
3/28/16,Lot Specific 6090,Parking Permit Vio,50,0
3/28/16,Lot Specific 6090,Park/Improper Area,60,0
3/28/16,Lot Specific 6090,Parking Permit Vio,50,0
3/28/16,Lot Specific 6090,Boot Fee - 1QA,80,0
3/29/16,Lot Specific 6093,Boot Fee - 1QA,80,0
3/29/16,Cherry Avenue Garage,Boot Fee - 1QA,80,0
3/29/16,Lot Specific 6093,Parking Permit Vio,50,0
3/29/16,Sixth Street Garage,Parking Permit Vio,50,0
3/29/16,Sixth Street Garage,Parking Permit Vio,50,70
3/29/16,Sixth Street Garage,Parking Permit Vio,50,0
3/29/16,Sixth Street Garage,Parking Permit Vio,50,0
3/29/16,Sixth Street Garage,Parking Permit Vio,50,70
3/29/16,Sixth Street Garage,Parking Permit Vio,50,0
3/29/16,Sixth Street Garage,Parking Permit Vio,50,0
3/29/16,Sixth Street Garage,Parking Permit Vio,50,0
3/29/16,Sixth Street Garage,Parking Permit Vio,50,0
3/29/16,Sixth Street Garage,Parking Permit Vio,50,0
3/29/16,Sixth Street Garage,Parking Permit Vio,50,0
3/29/16,Sixth Street Garage,Parking Permit Vio,50,0
3/29/16,Sixth Street Garage,Parking Permit Vio,50,70
3/29/16,Sixth Street Garage,Parking Permit Vio,50,0
3/29/16,Second Street Garage,Parking Permit Vio,50,0
3/29/16,Second Street Garage,Parking Permit Vio,50,0
3/29/16,Second Street Garage,Parking Permit Vio,50,70
3/29/16,Cherry Avenue Garage,Parking Permit Vio,50,45
3/29/16,Cherry Avenue Garage,Parking Permit Vio,50,0
3/29/16,Cherry Avenue Garage,Parking Permit Vio,50,70
3/29/16,Cherry Avenue Garage,Parking Permit Vio,50,0
3/29/16,Cherry Avenue Garage,Parking Permit Vio,50,70
3/29/16,Cherry Avenue Garage,Parking Permit Vio,50,0
3/29/16,Cherry Avenue Garage,Parking Permit Vio,50,0
3/29/16,Cherry Avenue Garage,Parking Permit Vio,50,70
3/29/16,Cherry Avenue Garage,Parking Permit Vio,50,70
3/29/16,Lot Specific 5072,Parking Permit Vio,50,70
3/29/16,Lot Specific 5072,Meter Violation,50,0
3/29/16,Lot Specific 5072,Park/Improper Area,60,0
3/29/16,Lot Specific 5072,Parking Permit Vio,50,70
3/29/16,Lot Specific 5067,Park/Improper Area,60,80
3/29/16,Svc & Disabled 5073,Parking Permit Vio,50,0
3/29/16,Lot Specific 4057,Parking Permit Vio,50,0
3/29/16,Ina Gittings,Prohibited Parking,85,105
3/29/16,Z1 1018,Service Space,60,0
3/29/16,Z1 2030,Meter Violation,50,0
3/29/16,Z1 2030,Parking Permit Vio,50,0
3/29/16,Lot Specific 2012,Parking Permit Vio,50,0
3/29/16,Metered Lot 6088,Meter Violation,50,0
3/29/16,Lot Specific 6090,Parking Permit Vio,50,0
3/29/16,Lot Specific 2012,Parking Permit Vio,50,70
3/29/16,Lot Specific 6090,Park/Improper Area,60,80
3/29/16,Lot Specific 6090,Park/Improper Area,60,0
3/29/16,Z1 2021,Parking Permit Vio,50,0
3/29/16,Lot Specific 1016,Parking Over Line,60,0
3/29/16,Lot Specific 6093,Park/Improper Area,60,80
3/29/16,Z1 1172,Parking Permit Vio,50,0
3/29/16,Lot Specific 6093,Boot Fee - 1QA,80,0
3/29/16,Lot Specific 6093,Park/Improper Area,60,0
3/29/16,Lot Specific 6090,Overtime,50,70
3/29/16,Lot Specific 3039,Parking Permit Vio,50,70
3/29/16,Lot Specific 3039,Parking Permit Vio,50,0
3/29/16,South Of Sixth 7227,Parking Over Line,60,0
3/29/16,Main Gate Garage,Parking Over Line,60,0
3/29/16,Second Street Garage,Park/Improper Area,60,0
3/29/16,Main Gate Garage,Parking Over Line,60,80
3/29/16,Main Gate Garage,Parking Over Line,60,0
3/29/16,Communication/CESL,Service Space,60,80
3/29/16,Main Gate Garage,Parking Over Line,60,0
3/29/16,Main Gate Garage,Parking Over Line,60,80
3/29/16,South Of Sixth 7103,Parking Permit Vio,50,0
3/29/16,Lot Specific 4056,Park/Improper Area,60,0
3/29/16,Lot Specific 4056,Park/Improper Area,60,80
3/29/16,Lot Specific 4052,Parking Permit Vio,50,0
3/29/16,Z1 2032,Parking Permit Vio,50,0
3/29/16,Lot Specific 2029,Park/Improper Area,60,0
3/29/16,Lot Specific 6093,Parking Permit Vio,50,70
3/29/16,Z1 2030,Meter Violation,50,0
3/29/16,Svc & Disabled 3140,Park/Improper Area,60,0
3/29/16,South Of Sixth 8106,Meter Violation,50,0
3/29/16,South Of Sixth 8106,Meter Violation,50,70
3/29/16,Z1 2030,Parking Permit Vio,50,0
3/29/16,South Of Sixth 8111,Parking Over Line,60,80
3/29/16,Z1 2030,Parking Permit Vio,50,70
3/29/16,Lot Specific 4056,Parking Permit Vio,50,0
3/29/16,Z1 2030,Parking Permit Vio,50,70
3/29/16,Z1 2030,Parking Over Line,60,0
3/29/16,Z1 2030,Parking Permit Vio,50,0
3/29/16,Lot Specific 3039,Parking Permit Vio,50,0
3/29/16,Z1 2030,Parking Permit Vio,50,0
3/29/16,Metered Lot 3141,Meter Violation,50,70
3/29/16,Metered Lot 3141,Meter Violation,50,0
3/29/16,Metered Lot 3141,Meter Violation,50,0
3/29/16,Lot Specific 2029,Parking Permit Vio,50,0
3/29/16,Lot Specific 4052,Park/Improper Area,60,0
3/29/16,Svc & Disabled 4058,Parking Permit Vio,50,0
3/29/16,Svc & Disabled 4058,Parking Permit Vio,50,70
3/29/16,Svc & Disabled 4058,Parking Permit Vio,50,70
3/29/16,South Of Sixth 8106,Meter Violation,50,0
3/29/16,South Of Sixth 8106,Meter Violation,50,0
3/29/16,2nd Street,Meter Violation,50,70
3/29/16,2nd Street,Meter Violation,50,70
3/29/16,2nd Street,Meter Violation,50,0
3/29/16,Lot Specific 6093,Parking Permit Vio,50,70
3/29/16,Lot Specific 6093,Parking Permit Vio,50,0
3/29/16,Lot Specific 3039,Parking Permit Vio,50,0
3/29/16,Lot Specific 5072,Parking Permit Vio,50,70
3/29/16,Svc & Disabled 3140,Park/Improper Area,60,0
3/29/16,Lot Specific 5072,Parking Permit Vio,50,0
3/29/16,Lot Specific 5072,Parking Permit Vio,50,0
3/29/16,Lot Specific 5072,Parking Permit Vio,50,0
3/29/16,Lot Specific 5072,Park/Improper Area,60,0
3/29/16,Second Street Garage,W/C Space/Access - 1DA,500,0
3/29/16,Tyndall Ave,Park/Improper Area,60,80
3/29/16,Highland Avenue,Prohibited Parking,85,0
3/29/16,Metered Lot 6088,Service Space,60,0
3/29/16,Metered Lot 6088,Boot Fee - 1QA,80,0
3/29/16,Lot Specific 6093,Service Space,60,80
3/29/16,Tyndall Ave,Park/Improper Area,60,0
3/29/16,Lot Specific 6090,W/C Space/Access - 1DA,500,0
3/29/16,Lot Specific 6090,Parking Permit Vio,50,0
3/29/16,Svc & Disabled 5183,Service Space,60,0
3/29/16,Lot Specific 6090,Parking Permit Vio,50,0
3/29/16,Lot Specific 6090,Parking Permit Vio,50,70
3/29/16,Lot Specific 6090,Boot Fee - 1QA,80,0
3/29/16,Lot Specific 5072,Parking Permit Vio,50,0
3/29/16,Lot Specific 5072,Parking Permit Vio,50,0
3/29/16,Lot Specific 6093,Prohibited Parking,85,0
3/30/16,Park Avenue Garage,Parking Permit Vio,50,0
3/30/16,Park Avenue Garage,Parking Permit Vio,50,0
3/30/16,Park Avenue Garage,Parking Permit Vio,50,70
3/30/16,Park Avenue Garage,Parking Permit Vio,50,70
3/30/16,Park Avenue Garage,Parking Permit Vio,50,70
3/30/16,Park Avenue Garage,Parking Permit Vio,50,0
3/30/16,Park Avenue Garage,Parking Permit Vio,50,0
3/30/16,Highland Avenue Garage,Parking Permit Vio,50,0
3/30/16,Highland Avenue Garage,Parking Permit Vio,50,0
3/30/16,Highland Avenue Garage,Parking Permit Vio,50,0
3/30/16,Second Street Garage,Parking Permit Vio,50,0
3/30/16,Main Gate Garage,Parking Over Line,60,0
3/30/16,4th Street,Overtime,50,0
3/30/16,Lot Specific 5072,Parking Permit Vio,50,70
3/30/16,Lot Specific 5067,Parking Permit Vio,50,0
3/30/16,Lot Specific 5067,Parking Permit Vio,50,70
3/30/16,Lot Specific 6090,Parking Permit Vio,50,70
3/30/16,Lot Specific 6090,Parking Permit Vio,50,70
3/30/16,Lot Specific 6090,Park/Improper Area,60,80
3/30/16,Lot Specific 6090,Parking Permit Vio,50,70
3/30/16,Lot Specific 6093,Parking Permit Vio,50,0
3/30/16,Lot Specific 6090,Overtime,50,70
3/30/16,Metered Lot 6088,Meter Violation,50,70
3/30/16,Lot Specific 3039,Park/Improper Area,60,0
3/30/16,Lot Specific 3039,Parking Permit Vio,50,70
3/30/16,Enke Drive,Meter Violation,50,70
3/30/16,Enke Drive,Meter Violation,50,0
3/30/16,Enke Drive,Meter Violation,50,70
3/30/16,Enke Drive,Meter Violation,50,0
3/30/16,Cherry Avenue Garage,Boot Fee - 1QA,80,0
3/30/16,Enke Drive,Boot Fee - 1QA,80,0
3/30/16,Enke Drive,Boot Fee - 1QA,80,100
3/30/16,Enke Drive,Meter Violation,50,0
3/30/16,Cherry Avenue Garage,Parking Over Line,60,0
3/30/16,Lot Specific 6090,Meter Violation,50,70
3/30/16,Metered Lot 6088,Meter Violation,50,70
3/30/16,Metered Lot 6088,Meter Violation,50,70
3/30/16,Metered Lot 6088,Meter Violation,50,0
3/30/16,Z1 1172,Parking Permit Vio,50,70
3/30/16,South Of Sixth 7102,Meter Violation,50,70
3/30/16,PBC 10002,Park/Improper Area,60,80
3/30/16,South Of Sixth 7102,Meter Violation,50,70
3/30/16,PBC 10002,Park/Improper Area,60,80
3/30/16,South Of Sixth 7102,Parking Over Line,60,0
3/30/16,James E Rogers Circle,Prohibited Parking,85,105
3/30/16,South Of Sixth 7102,Parking Over Line,60,80
3/30/16,PBC 10002,Park/Improper Area,60,0
3/30/16,South Of Sixth 7102,Parking Over Line,60,0
3/30/16,PBC 10002,Park/Improper Area,60,0
3/30/16,PBC 10002,Park/Improper Area,60,0
3/30/16,PBC 10002,Park/Improper Area,60,0
3/30/16,PBC 10002,Park/Improper Area,60,80
3/30/16,National Championship Drive,Parking Permit Vio,50,70
3/30/16,PBC 10002,Park/Improper Area,60,0
3/30/16,PBC 10002,Park/Improper Area,60,80
3/30/16,Alley South of Second St,Park/Improper Area,60,0
3/30/16,PBC 10002,Park/Improper Area,60,80
3/30/16,Alley South of Second St,Park/Improper Area,60,0
3/30/16,PBC 10002,Park/Improper Area,60,80
3/30/16,PBC 10002,Park/Improper Area,60,0
3/30/16,PBC 10002,Park/Improper Area,60,0
3/30/16,PBC 10002,Park/Improper Area,60,80
3/30/16,PBC 10002,Park/Improper Area,60,0
3/30/16,PBC 10002,Park/Improper Area,60,80
3/30/16,PBC 10002,Park/Improper Area,60,0
3/30/16,PBC 10002,Park/Improper Area,60,80
3/30/16,Lot Specific 4144,Parking Permit Vio,50,0
3/30/16,Lot Specific 4057,Parking Permit Vio,50,0
3/30/16,Tyndall Ave,Prohibited Parking,85,105
3/30/16,Lot Specific 4121,Park/Improper Area,60,0
3/30/16,Lot Specific 3039,Parking Permit Vio,50,70
3/30/16,Tyndall Ave,Prohibited Parking,85,0
3/30/16,Lot Specific 2012,Parking Permit Vio,50,70
3/30/16,Lot Specific 5072,Parking Permit Vio,50,70
3/30/16,Lot Specific 5072,Parking Over Line,60,0
3/30/16,Lot Specific 2012,Park/Improper Area,60,0
3/30/16,Gould Simpson,Overtime,50,0
3/30/16,Lot Specific 2012,Meter Violation,50,0
3/30/16,Z1 2119,Parking Permit Vio,50,0
3/30/16,South Of Sixth 7105,Parking Permit Vio,50,0
3/30/16,South Of Sixth 7105,Park/Improper Area,60,0
3/30/16,South Of Sixth 7227,Parking Over Line,60,80
3/30/16,Santa Rita Avenue South,Park/Improper Area,60,80
3/30/16,Lot Specific 6090,Parking Permit Vio,50,0
3/30/16,Cherry Avenue Garage,Boot Fee - 1QA,80,0
3/30/16,4th Street,Prohibited Parking,85,105
3/30/16,Svc & Disabled 5183,Service Space,60,0
3/30/16,Metered Lot 6088,Meter Violation,50,0
3/30/16,Lot Specific 6090,Parking Permit Vio,50,0
3/30/16,Metered Lot 6088,Service Space,60,0
3/30/16,Lot Specific 5072,Parking Permit Vio,50,0
